review_text,sentiment_score,polarity,snownlp,polarity_snow_nlp
"王府井 百货大楼 寸土寸金 地方 很 含金量 北京 百货大楼 金字招牌 一楼 全国劳模 张秉贵 纪念馆 百货大楼 很大 造型 经典 年代久远 声名 远扬 商场 里 五花八门 品类 齐全 商品 大牌 价格 有点 小贵
",1.0,P,0.9999764558631918,P
"二十多年 没有 来过 早 找 不到 当初 样子 没有 变化 王府井 百货大楼 楼顶上 大钟 还 点 钟声 响起 钟声 依然 洪亮 想 敲 心头 回到 从前 更加 繁华 接待 全国 中华儿女 游览
",3.2,P,0.8567341630367862,P
"百货大楼 地下 一层 有点像 时代 美食 广场 工作人员 工作餐 优秀 之选 有点像 商场 那种 美食 荟萃 地方 麻辣烫 淮南 牛肉面 米粉 炒菜 碗 蒸菜 肉饼 选择 很 吃 麻辣烫 天呐 真的 很 辣 耐受 程度 建议 选择 微辣
",-1.5,N,0.9998823312845087,P
"略 有些 冷清 百货大楼 感觉 人气 不如 对面 apm 地标 建筑 外面 整栋 大楼 金光灿灿 阳光 直射 很 耀眼 一看 楼 里 着实 没有 客人 倒 下层 和平菓局 人气 很 高 乌央 乌央 挤满 百货大楼 焕然一新 很 新潮 不过 没 吸引 亮点 客人 不 多 百货大楼 越来越 好 几代人 回忆
",4.24,P,0.16637006492084327,N
"打卡 王府井百货 B 层 和平 书局 位置 金鱼胡同 地铁站 不远 吃 完 晚饭 溜 王府井百货 B 层 满满的 回忆 年代 装扮 穿越 回到 年代 墙上 标语 很 有意思 厕所 摩托 照相馆 发廊 大佛 头 拉洋片 坐 门口 老太太 绿皮 火车 太 逼真 网红 打卡 圣地
",7.0,P,0.9999982339300848,P
"全国 城市 百货大楼 严酷 市场经济 特别 网络 消费 面前 面临 转型 辉煌 综合体 布局 发展 便 商业系统 迫在眉睫 大事 和平果局 号称 打造 复旧 北京城 经典 可谓 文旅 背景 沉浸 式 商业 不 民俗风情 街 东安 商场 地下 有些 重复 综合 时尚 赶不上 大悦 城 餐饮 美食 不及 合生汇 食品 选购 城乡 生活 汇 碾压 文旅 网红 没 超过 跌下 神坛 长沙 文和友 热闹 逛景 不 消费 多 保定 百货大楼 食品 超市 里 人头攒动 踊跃 购买 景象 不如 说白了 地理位置 不错 商业 过于 车辆 不 出入 突破 制约 硬伤
",1.8,P,0.9999999999999996,P
"北京市 百货大楼 新 中国 第一 店 楼顶 五星红旗 迎风 飘扬 阳光明媚 张秉贵 老师 半身 铜像 座落在 百货大楼 门前 和蔼可亲 注视 祖国 日新月异 变化 繁荣昌盛 大楼 温暖如春 顾客 精心 挑选 喜欢 物品 北京市 百货大楼 王府井 旅游 打卡
",5.0,P,0.9999979772377978,P
"百货大楼 更 多 一种 地标 象征 买 东西 人远 没有 打卡 多 不过 当年 张秉贵 讲 绝对 算是 顶 流网 红 劳模 售货员 业务 非常 娴熟 顾客 服务态度 亲 当年 糖果 柜台 常年 被围 水泄不通 B 站上 当年 纪录片 老爷子 心怀 感恩 服务 人民 心 永远 值得 学习 站 半身像 正好 对面 新 中国 儿童 用品商店 门口 新 设立 雷锋 两位 楷模 一老一少 不知 这样 安排 是否是 有意 百货大楼 里 张秉贵 博物馆 专属 柜台 忘 打卡 下次 要来 补上
",13.4,P,0.9999999999765796,P
"王府井 百货大楼 童年 记忆 中 最 神圣 地方 时间 慢慢 流逝 很多年 没有 来到 有事 路过 顺便 逛一逛 时代 变化 楼层 商品 与时俱进 然鹅 地下 找到 童年 记忆 一条 不长 复古 老街 一切都是 那么 熟悉 远离 生活 喧嚣 那么 平静 贫困 包涵 美好 淳朴 民风 满满的 烟火 气 浓浓的 人情味 想 条 留存 记忆 中 影像 想 寻找 记忆 来到 走 走 坐 坐
",2.6,P,0.9999999999999749,P
"年前 西北 祖国 首都 天安门 感受 摩肩接踵 特想 商场 一逛 便 来到 北京市 百货大楼 装修 大气 服务周到 体会 北京 人民 热情 便 买 充电 宝 地处 北京市 东城区 王府井大街 号 中华人民共和国 成立 北京 建造 第一座 大型 百货 零售 商店 被誉为 新 中国 第一 店 位于 王府井大街 经营 日用百货 年底 经营品种 达 万种 年 月 开业 名为 北京市 百货公司 王府井 百货商店 年 月 改为 现名 百货大楼 售货员 张秉贵 全国 著名 劳动模范 大楼 前 广场 立有 半身 铜像 陈云 基石 题词 一团 火 精神 光跃 神州 历史 很 难忘 购物
",7.5,P,0.9999999880798284,P
